wav,wrd,ID,duration,sr
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_279.wav ,وتوكلت على الله,179,2.46,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_280.wav ,شدوا الطريق العازب من قدام والطفلة من تالي,180,4.1,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_281.wav ,الفرس مرة تركض مرة تهرول مرة تمشي,181,4.19,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_282.wav ,والبهيمة الشارفة تدبك بالشوية بالشوية,182,3.76,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_283.wav ,والطفلة مرة تركب والاكثرية تسخف ع البكمة وتهبط تمشي على سويقاتها,183,5.74,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_284.wav ,وولد العم مرة يسبقها وياقف يستناها,184,3.82,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_285.wav ,ومرة يرجعلها وهو يصيح ويلعن في النهار,185,4.05,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_286.wav ,وهي عاملة مولى الدار موش هوني,186,3.07,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_287.wav ,و يمين البكوش في صدرو,187,2.97,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_288.wav ,كي يجوعوا ياقفو في بلاصة ظل,188,3.79,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_289.wav ,الطفلة ماو متعودة بالاقتصاد وقلة التبذير,189,4.41,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_290.wav ,تاكل قدمة وتخبي قدمة,190,2.9,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_291.wav ,تشرب رشفة وتعطي رشفة للبكمة وتخبي القربة,191,5.0,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_292.wav ,اما الطفل ماو متعود ع الدلال والخيرات,192,3.87,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_293.wav ,كل شوية يجبد الماكلة اللي حضرتهالو امو يضربها قد قد,193,4.83,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_294.wav ,ويشرب الماء على كيف كيفو ويزيد يصب على رأسو ويبرد سويقاتو,194,5.77,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_295.wav ,تعدات ثلاثة ايام حتى وفات المونة متاعو وبدأ ياكل فيه الجوع,195,6.24,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_296.wav ,والطفلة تلاحظ في كل شيء وساكتة,196,3.49,48000
